科名,family_c,學名,主要中名,refsource之第一筆,參考連結之第一筆
Noctuidae,夜蛾科,Euplexidia angusta,黃綠類錦夜蛾,合歡山的蛾 ;  Page : 443,#https://www.facebook.com/photo.php?fbid=452472268180273&set=o.177883715557195&type=1&permPage=1#
Noctuidae,夜蛾科,Exsula dentatrix albomaculata,五斑虎蛾,認識台灣的昆蟲 8 夜蛾科--台灣及其他地區之比較 ;  Page : 21,#https://www.facebook.com/photo.php?fbid=146694542122233&set=o.177883715557195&type=3&theater#
Noctuidae,夜蛾科,Feliniopsis indistans,,Lepidoptera of Taiwan Volume 1 ;  Page : 194,#https://www.facebook.com/photo.php?fbid=313461312119807&set=o.177883715557195&type=1&permPage=1#
Noctuidae,夜蛾科,Iontha acerces,,,
Noctuidae,夜蛾科,Mimeusemia vilemani,四斑虎蛾,認識台灣的昆蟲 8 夜蛾科--台灣及其他地區之比較 ;  Page : 19,#https://www.facebook.com/photo.php?fbid=608878322463595&set=o.177883715557195&type=1&permPage=1#
Noctuidae,夜蛾科,Niphonyx segregata,葎草流夜蛾,認識台灣的昆蟲 15 夜蛾科--台灣鄰近地區的相關種類 ;  Page : 89,#https://www.facebook.com/photo.php?fbid=656298007792431&set=o.458912734201477&type=3&theater#
Noctuidae,夜蛾科,Phlogophora albovittata,白斑衫夜蛾,合歡山的蛾 ;  Page : 443,#https://www.facebook.com/photo.php?fbid=394717330580952&set=o.177883715557195&type=1&ref=nf#
Noctuidae,夜蛾科,Plusiopalpa adrasta shisa,長鬚銅夜蛾,合歡山的蛾 ;  Page : 394,#https://www.facebook.com/photo.php?fbid=231432596971855&set=o.177883715557195&type=3&theater#
Noctuidae,夜蛾科,Polia goliath,鵬灰夜蛾,合歡山的蛾 ;  Page : 502,#https://www.facebook.com/photo.php?fbid=640398312711121&set=oa.585519974874085&type=3&theater#
Noctuidae,夜蛾科,Sarbanissa interposita,白灰虎蛾,認識台灣的昆蟲 8 夜蛾科--台灣及其他地區之比較 ;  Page : 15,#https://www.facebook.com/photo.php?fbid=452471588180341&set=o.177883715557195&type=1&permPage=1#
Noctuidae,夜蛾科,Spodoptera litura,斜紋夜蛾,合歡山的蛾 ;  Page : 424,#http://www.facebook.com/photo.php?fbid=3434565579785&set=o.177883715557195&type=1&ref=nf#
Noctuidae,夜蛾科,Thysanoplusia intermixta,,,#https://www.facebook.com/photo.php?fbid=340566016112976&set=o.458912734201477&type=3&theater#
Noctuidae,夜蛾科,Tiracola plagiata,掌夜蛾,合歡山的蛾 ;  Page : 505,#https://www.facebook.com/photo.php?fbid=10151540020443956&set=o.177883715557195&type=1&permPage=1#
Noctuidae,夜蛾科,Trachea auriplena auriplena,白斑陌夜蛾,合歡山的蛾 ;  Page : 430,#https://www.facebook.com/photo.php?fbid=657392557682976&set=o.458912734201477&type=3&theater#
Noctuidae,夜蛾科,Trichosea champa,鑲夜蛾,認識台灣的昆蟲 15 夜蛾科--台灣鄰近地區的相關種類 ;  Page : 198,#https://www.facebook.com/photo.php?fbid=646030222077882&set=o.177883715557195&type=3&permPage=1#
Noctuidae,夜蛾科,Trisuloides caerulea,藍后夜蛾,認識台灣的昆蟲 17 蛾類增補篇 ;  Page : 50,#https://www.facebook.com/photo.php?fbid=229607430484301&set=o.177883715557195&type=1&permPage=1#
Noctuidae,夜蛾科,Trisuloides sericea,后夜蛾,台灣蛾類圖說五 ;  Page : 4,#http://www.facebook.com/photo.php?fbid=223711664407211&set=o.177883715557195&type=1&ref=nf#
Noctuidae,夜蛾科,Xanthodes transversa,犁紋黃夜蛾,認識台灣的昆蟲 8 夜蛾科--台灣及其他地區之比較 ;  Page : 267,#https://www.facebook.com/photo.php?fbid=337591643032521&set=oa.589852744440808&type=3&theater#
Noctuidae,夜蛾科,Xenotrachea albidisca pseudodisca,,,#https://www.facebook.com/photo.php?fbid=461359583951579&set=oa.461679043924846&type=3&theater#
Noctuidae,夜蛾科,Xylostola indistincta,矇紋夜蛾,合歡山的蛾 ;  Page : 464,#https://www.facebook.com/photo.php?fbid=393941190658566&set=o.177883715557195&type=1&theater#
Nolidae,瘤蛾科,Blenina senex,柿癬皮瘤蛾,合歡山的蛾 ;  Page : 285,#https://www.facebook.com/photo.php?fbid=332863543505331&set=oa.589852744440808&type=3&theater#
Nolidae,瘤蛾科,Camptoloma carum,,認識台灣的昆蟲 14夜蛾科--台灣鄰近地區的相關種類 ;  Page : 186,#https://www.facebook.com/photo.php?fbid=472936382840775&set=o.177883715557195&type=1&permPage=1#
Nolidae,瘤蛾科,Gabala roseoretis,,認識台灣的昆蟲 14夜蛾科--台灣鄰近地區的相關種類 ;  Page : 185,#https://www.facebook.com/photo.php?fbid=3370250535317&set=o.177883715557195&type=3&theater#
Nolidae,瘤蛾科,Gadirtha inexacta,癩皮瘤蛾,合歡山的蛾 ;  Page : 284,#https://www.facebook.com/photo.php?fbid=469643223092962&set=oa.542778922401004&type=1&theater#
Nolidae,瘤蛾科,Gadirtha pulchra,,,#https://www.facebook.com/photo.php?fbid=455756167851883&set=o.177883715557195&type=1&permPage=1#
Nolidae,瘤蛾科,Hylophilodes esakii,,Lepidoptera of Taiwan Volume 1 ;  Page : 186,#http://www.flickr.com/photos/bettaman/6109489952/in/photostream/#
Nolidae,瘤蛾科,Tyana falcata,綠角翅夜蛾,合歡山的蛾 ;  Page : 284,#https://www.facebook.com/photo.php?fbid=393938153992203&set=o.177883715557195&type=1&theater#
Nolidae,瘤蛾科,Westermannia elliptica elliptica,圓俊瘤蛾,合歡山的蛾 ;  Page : 284,#https://www.facebook.com/photo.php?fbid=10150828441390583&set=o.177883715557195&type=1&theater#
Notodontidae,舟蛾科,Chadisra bipars,眼紋木舟蛾,認識台灣的昆蟲 10 蘿紋娥科 帶蛾科 大?蛾科 ?蛾科 舟蛾科 ;  Page : 133,#https://www.facebook.com/photo.php?fbid=607073979311711&set=o.177883715557195&type=3&permPage=1#
Notodontidae,舟蛾科,Chadisra bipartita,木舟蛾,認識台灣的昆蟲 10 蘿紋娥科 帶蛾科 大?蛾科 ?蛾科 舟蛾科 ;  Page : 134,#http://www.facebook.com/photo.php?fbid=174692305992443&set=o.177883715557195&type=1&ref=nf#
Notodontidae,舟蛾科,Clostera anachoreta,楊扇舟蛾,認識台灣的昆蟲 10 蘿紋娥科 帶蛾科 大?蛾科 ?蛾科 舟蛾科 ;  Page : 231,#https://www.facebook.com/photo.php?fbid=471754819505324&set=o.177883715557195&type=1&permPage=1#
Notodontidae,舟蛾科,Clostera restitura,,,#https://www.facebook.com/photo.php?fbid=209286399199700&set=o.177883715557195&type=1&permPage=1#
Notodontidae,舟蛾科,Disparia variegata,迴舟蛾,認識台灣的昆蟲 10 蘿紋娥科 帶蛾科 大?蛾科 ?蛾科 舟蛾科 ;  Page : 156,#https://www.facebook.com/photo.php?fbid=461360780618126&set=oa.461679043924846&type=3&theater#
Notodontidae,舟蛾科,Dudusa nobillis,斜帶白斑舟蛾,認識台灣的昆蟲 10 蘿紋娥科 帶蛾科 大?蛾科 ?蛾科 舟蛾科 ;  Page : 81,#https://www.facebook.com/photo.php?fbid=10201385003620810&set=o.177883715557195&type=1&permPage=1#
Notodontidae,舟蛾科,Dudusa synopla,,,#https://www.facebook.com/photo.php?fbid=2164853498570&set=o.177883715557195&type=1&theater#
Notodontidae,舟蛾科,Euhampsonia cristata,,,#https://www.facebook.com/photo.php?fbid=10151432231290583&set=oa.459529720806445&type=3&theater#
Notodontidae,舟蛾科,Euhampsonia formosana,台灣星舟蛾,認識台灣的昆蟲 10 蘿紋娥科 帶蛾科 大?蛾科 ?蛾科 舟蛾科 ;  Page : 191,#http://www.facebook.com/photo.php?fbid=10151768032640173&set=o.177883715557195&type=1&theater#
Notodontidae,舟蛾科,Fentonia baibarana,平紛舟蛾,認識台灣的昆蟲 10 蘿紋娥科 帶蛾科 大?蛾科 ?蛾科 舟蛾科 ;  Page : 137,#https://www.facebook.com/photo.php?fbid=1506411749582766&set=o.177883715557195&type=1&permPage=1#
Notodontidae,舟蛾科,Formofentonia orbifer rotundata,褐頂斑舟蛾,認識台灣的昆蟲 10 蘿紋娥科 帶蛾科 大?蛾科 ?蛾科 舟蛾科 ;  Page : 185,#https://www.facebook.com/photo.php?fbid=10150828419390583&set=o.177883715557195&type=1&theater#
Notodontidae,舟蛾科,Hyperaeschrella kosemponica,甲仙暗齒舟蛾,認識台灣的昆蟲 10 蘿紋娥科 帶蛾科 大?蛾科 ?蛾科 舟蛾科 ;  Page : 219,#https://www.facebook.com/photo.php?fbid=231420390306409&set=o.177883715557195&type=3&theater#
Notodontidae,舟蛾科,Hyperaeschrella nigribasis,雙線亥齒舟蛾,認識台灣的昆蟲 10 蘿紋娥科 帶蛾科 大?蛾科 ?蛾科 舟蛾科 ;  Page : 219,#https://www.facebook.com/photo.php?fbid=864282876922192&set=o.177883715557195&type=1&permPage=1#
Notodontidae,舟蛾科,Liparopsis formosana,中灰舟蛾,認識台灣的昆蟲 10 蘿紋娥科 帶蛾科 大?蛾科 ?蛾科 舟蛾科 ;  Page : 93,#https://www.facebook.com/photo.php?fbid=772549739445771&set=o.458912734201477&type=3&theater#
Notodontidae,舟蛾科,Mesophalera bruno,,,#https://www.facebook.com/photo.php?fbid=232791790155155&set=o.177883715557195&type=3&theater#
Notodontidae,舟蛾科,Mesophalera sigmata,下黑舟蛾,認識台灣的昆蟲 10 蘿紋娥科 帶蛾科 大?蛾科 ?蛾科 舟蛾科 ;  Page : 166,#https://www.facebook.com/photo.php?fbid=418695111498501&set=a.400345923333420.95171.100000740485445&type=1&theater#
Notodontidae,舟蛾科,Neocerura liturata liturata,,,#https://www.facebook.com/photo.php?fbid=639188389496599&set=pcb.786734834672077&type=1&relevant_count=2#
Notodontidae,舟蛾科,Neopheosia fasciata fasciata,雲舟蛾,鞍馬山的蛾 2 ;  Page : 106,#https://www.facebook.com/photo.php?fbid=3306382858665&set=o.177883715557195&type=1&theater#
Notodontidae,舟蛾科,Netria multispinae multispinae,,,#https://www.facebook.com/photo.php?fbid=3370238815024&set=o.177883715557195&type=3&theater#
Notodontidae,舟蛾科,Periergos magna,裂紋舟蛾,認識台灣的昆蟲 10 蘿紋娥科 帶蛾科 大?蛾科 ?蛾科 舟蛾科 ;  Page : 155,#https://www.facebook.com/photo.php?fbid=461360537284817&set=oa.461679043924846&type=3&theater#
Notodontidae,舟蛾科,Phalera flavescens,黑緣舟蛾,認識台灣的昆蟲 10 蘿紋娥科 帶蛾科 大?蛾科 ?蛾科 舟蛾科 ;  Page : 172,#https://www.facebook.com/photo.php?fbid=343287672462918&set=oa.589852744440808&type=3&theater#
Notodontidae,舟蛾科,Pseudofentonia (Disparia) diluta variegata,弱擬紛舟蛾,鞍馬山的蛾 2 ;  Page : 111,#https://www.facebook.com/photo.php?fbid=419751141465185&set=oa.462259177200166&type=3&theater#
Notodontidae,舟蛾科,Pseudofentonia (Mimus) nigrofasciata,黑紋擬紛舟蛾,鞍馬山的蛾 2 ;  Page : 111,#https://www.facebook.com/photo.php?fbid=332863470172005&set=oa.589852744440808&type=3&theater#
Notodontidae,舟蛾科,Ptilodon saturata,絢羽齒舟蛾,鞍馬山的蛾 2 ;  Page : 114,#https://www.facebook.com/photo.php?fbid=632682716816014&set=oa.585519974874085&type=3&theater#
Notodontidae,舟蛾科,Rachiades albimaculata,蕈紋埔舟蛾,台灣蛾類圖說二 ;  Page : 274,#https://www.facebook.com/photo.php?fbid=461358870618317&set=oa.461679043924846&type=3&theater#
Notodontidae,舟蛾科,Semidonta basalis,銀裙舟蛾,認識台灣的昆蟲 10 蘿紋娥科 帶蛾科 大?蛾科 ?蛾科 舟蛾科 ;  Page : 221,#https://www.facebook.com/photo.php?fbid=461361200618084&set=oa.461679043924846&type=3&theater#
Notodontidae,舟蛾科,Somera viridifusca viridifusca,,,#https://www.facebook.com/photo.php?fbid=622777607812594&set=o.177883715557195&type=1&permPage=1#
Notodontidae,舟蛾科,Stauropus alternus,弓紋蟻舟蛾,認識台灣的昆蟲 10 蘿紋娥科 帶蛾科 大?蛾科 ?蛾科 舟蛾科 ;  Page : 96,#https://www.facebook.com/photo.php?fbid=293531144072854&set=o.177883715557195&type=1&ref=nf#
Notodontidae,舟蛾科,Syntypistis pallidifascia pallidifascia,褐丸胯舟蛾,認識台灣的昆蟲 10 蘿紋娥科 帶蛾科 大?蛾科 ?蛾科 舟蛾科 ;  Page : 119,#https://www.facebook.com/photo.php?fbid=461358097285061&set=oa.461679043924846&type=3&theater#
Notodontidae,舟蛾科,Syntypistis subgeneris,,,#https://www.facebook.com/photo.php?fbid=859446167405863&set=o.177883715557195&type=1&permPage=1#
Notodontidae,舟蛾科,Syntypistis umbrosa,,,#https://www.facebook.com/photo.php?fbid=369389133172796&set=oa.468623806563703&type=3&theater#
Notodontidae,舟蛾科,Tarsolepis taiwana,銀斑斷舟蛾,認識台灣的昆蟲 10 蘿紋娥科 帶蛾科 大?蛾科 ?蛾科 舟蛾科 ;  Page : 90,#https://www.facebook.com/photo.php?fbid=440064992689166&set=o.177883715557195&type=1&theater#
Notodontidae,舟蛾科,Togaritensha curvilinea,黃斑舟蛾,認識台灣的昆蟲 10 蘿紋娥科 帶蛾科 大?蛾科 ?蛾科 舟蛾科 ;  Page : 154,#https://www.facebook.com/photo.php?fbid=393935480659137&set=o.177883715557195&type=1&theater#
Notodontidae,舟蛾科,Uropyia meticulodina,雙色美舟蛾,認識台灣的昆蟲 10 蘿紋娥科 帶蛾科 大?蛾科 ?蛾科 舟蛾科 ;  Page : 131,#http://www.flickr.com/photos/bettaman/6105798259/in/photostream#
Oecophoridae,織蛾科,Ashinaga longimana,長腳大織蛾,認識台灣的昆蟲 17 蛾類增補篇 ;  Page : 139,#https://www.facebook.com/photo.php?fbid=10204068735788566&set=o.458912734201477&type=3&theater#
Oecophoridae,織蛾科,Lamprystica purpurata,,,#https://www.facebook.com/photo.php?fbid=763333907024569&set=o.458912734201477&type=3#
Pterophoridae,羽蛾科,Diacrotricha fasciola,,,#https://www.facebook.com/photo.php?fbid=678782068855296&set=o.177883715557195&type=1&permPage=1#
Pyralidae,螟蛾科,Arctioblepsis rubida,黑脈厚鬚螟,認識台灣的昆蟲 19 螟蛾總科 ;  Page : 21,#https://www.facebook.com/photo.php?fbid=774801012553977&set=o.458912734201477&type=3&theater#
Pyralidae,螟蛾科,Arippara indicator,,認識台灣的昆蟲 19 螟蛾總科 ;  Page : 17,#https://www.facebook.com/photo.php?fbid=597215653718732&set=oa.626549394104476&type=3&theater#
Pyralidae,螟蛾科,Coenodomus dudgeoni,,,#https://www.facebook.com/photo.php?fbid=630024800347170&set=oa.538685142810382&type=1&permPage=1#
Pyralidae,螟蛾科,Doloessa viridis,,認識台灣的昆蟲 19 螟蛾總科 ;  Page : 34,#https://www.facebook.com/photo.php?fbid=3370207694246&set=o.177883715557195&type=1&theater#
Pyralidae,螟蛾科,Endotricha consocia,,認識台灣的昆蟲 19 螟蛾總科 ;  Page : 25,#https://www.facebook.com/photo.php?fbid=393928663993152&set=o.177883715557195&type=1&theater#
Pyralidae,螟蛾科,Herculia pelasgalis,赤雙紋螟,認識台灣的昆蟲 19 螟蛾總科 ;  Page : 12,#https://www.facebook.com/photo.php?fbid=418854931554806&set=oa.462259177200166&type=3&theater#
Pyralidae,螟蛾科,Locastra muscosalis,,認識台灣的昆蟲 19 螟蛾總科 ;  Page : 40,#https://www.facebook.com/photo.php?fbid=278740092299721&set=gm.781160848562809&type=1#
Pyralidae,螟蛾科,Orybina flaviplaga,金雙斑螟蛾,認識台灣的昆蟲 19 螟蛾總科 ;  Page : 23,#https://www.facebook.com/photo.php?fbid=254238504718486&set=oa.463437060415711&type=3&theater#
Pyralidae,螟蛾科,Propachys nigrivena,,,#https://www.facebook.com/photo.php?fbid=256880194454317&set=oa.465717243521026&type=3&theater#
Pyralidae,螟蛾科,Tegulifera bicoloralis,,,#https://www.facebook.com/photo.php?fbid=139916842809950&set=o.177883715557195&type=1&permPage=1#
Saturniidae,天蠶蛾科,Actias heterogyna subaurea,,,#https://www.facebook.com/photo.php?fbid=10201949210362779&set=o.458912734201477&type=3&theater#
Saturniidae,天蠶蛾科,Actias neidhoederi,,,#https://www.facebook.com/photo.php?fbid=632678416816444&set=oa.585519974874085&type=3&theater#
Saturniidae,天蠶蛾科,Actias selene ningpoana,長尾水青蛾,認識台灣的昆蟲 6 鱗翅目王蛾科　木蠹蛾科 ;  Page : 22,#https://www.facebook.com/photo.php?fbid=3256876175774&set=o.177883715557195&type=1&theater#
Saturniidae,天蠶蛾科,Antheraea formosana,紅目天蠶蛾,認識台灣的昆蟲 6 鱗翅目王蛾科　木蠹蛾科 ;  Page : 51,#https://www.facebook.com/photo.php?fbid=544906552297937&set=o.458912734201477&type=3&theater#
Saturniidae,天蠶蛾科,Attacus atlas formosanus,皇蛾,認識台灣的昆蟲 6 鱗翅目王蛾科　木蠹蛾科 ;  Page : 12,#https://www.facebook.com/photo.php?fbid=779525612079408&set=o.177883715557195&type=1&permPage=1#
Saturniidae,天蠶蛾科,Eriogyna pyretorum pearsoni,四黑目天蠶蛾,認識台灣的昆蟲 6 鱗翅目王蛾科　木蠹蛾科 ;  Page : 99,#https://www.facebook.com/photo.php?fbid=447972175215201&set=o.177883715557195&type=3&theater#
Saturniidae,天蠶蛾科,Loepa formosensis,黃豹天蠶蛾,認識台灣的昆蟲 6 鱗翅目王蛾科　木蠹蛾科 ;  Page : 60,#https://www.facebook.com/photo.php?fbid=288145881320830&set=oa.467684346657649&type=3&theater#
Saturniidae,天蠶蛾科,Loepa mirandula,大黃豹天蠶蛾,Waiting for collect ;  Page : ,#https://www.facebook.com/photo.php?fbid=642791742470022&set=o.458912734201477&type=3&theater#
Saturniidae,天蠶蛾科,Samia wangi,,,#http://www.facebook.com/photo.php?fbid=174687302659610&set=o.177883715557195&type=1&ref=nf#
Saturniidae,天蠶蛾科,Samia watsoni formosana,大眉紋天蠶蛾,認識台灣的昆蟲 6 鱗翅目王蛾科　木蠹蛾科 ;  Page : 85,#http://www.facebook.com/photo.php?fbid=295994897159582&set=o.177883715557195&type=1&ref=nf#
Sesiidae,透翅蛾科,Nokona chrysoides,,,#http://www.facebook.com/photo.php?fbid=3702475236627&set=oa.429940800351484&type=1&ref=nf#
Sesiidae,透翅蛾科,Oligophlebiella polishana,,認識台灣的昆蟲  20 長角蛾科 穀蛾科麥蛾科和其他一些小蛾類 ;  Page : 194,#https://www.facebook.com/photo.php?fbid=576322582407450&set=gm.459043057521778&type=1&relevant_count=1&ref=nf#
Sphingidae,天蛾科,Acherontia lachesis,人面天蛾,認識台灣的昆蟲 9 蠶蛾科 波紋蛾科 刺蛾科 枯葉蛾科天蛾科 ;  Page : 177,#http://www.facebook.com/photo.php?fbid=398013793557905&set=oa.360991020579796&type=1&theater#
Sphingidae,天蛾科,Acosmerycoides harterti,鋸線天蛾,認識台灣的昆蟲 9 蠶蛾科 波紋蛾科 刺蛾科 枯葉蛾科天蛾科 ;  Page : 226,#https://www.facebook.com/photo.php?fbid=753678591332537&set=o.177883715557195&type=1&permPage=1#
Sphingidae,天蛾科,Acosmeryx castanea,半緣缺角天蛾,認識台灣的昆蟲 9 蠶蛾科 波紋蛾科 刺蛾科 枯葉蛾科天蛾科 ;  Page : 227,#https://www.facebook.com/photo.php?fbid=594022697282662&set=o.177883715557195&type=1&permPage=1#
Sphingidae,天蛾科,Acosmeryx naga naga,全緣缺角天蛾,鞍馬山的蛾 2 ;  Page : 89,#https://www.facebook.com/photo.php?fbid=422539681099525&set=o.177883715557195&type=1&theater#
Sphingidae,天蛾科,Agrius convolvuli,蝦殼天蛾,認識台灣的昆蟲 9 蠶蛾科 波紋蛾科 刺蛾科 枯葉蛾科天蛾科 ;  Page : 174,#https://www.facebook.com/photo.php?fbid=293530737406228&set=o.177883715557195&type=1&theater#
Sphingidae,天蛾科,Ambulyx ochracea,裂斑鷹翅天蛾,認識台灣的昆蟲 9 蠶蛾科 波紋蛾科 刺蛾科 枯葉蛾科天蛾科 ;  Page : 188,#https://www.facebook.com/photo.php?fbid=684966911562739&set=oa.568578586568224&type=3&theater#
Sphingidae,天蛾科,Ambulyx sericeipennis,亞洲鷹翅天蛾,認識台灣的昆蟲 9 蠶蛾科 波紋蛾科 刺蛾科 枯葉蛾科天蛾科 ;  Page : 186,#https://www.facebook.com/photo.php?fbid=479077928893287&set=o.177883715557195&type=1&permPage=1#
Sphingidae,天蛾科,Ampelophaga rubiginosa myosotis,背中白天蛾,認識台灣的昆蟲 9 蠶蛾科 波紋蛾科 刺蛾科 枯葉蛾科天蛾科 ;  Page : 225,#https://www.facebook.com/photo.php?fbid=474544629313202&set=oa.623005081125574&type=3&theater#
Sphingidae,天蛾科,Angonyx testacea,褐綠天蛾,Waiting for collect ;  Page : ,#https://www.facebook.com/photo.php?fbid=10152014749611831&set=oa.783034131708814&type=1&theater#
Sphingidae,天蛾科,Callambulyx tatarinovii formosana,榆綠天蛾,認識台灣的昆蟲 9 蠶蛾科 波紋蛾科 刺蛾科 枯葉蛾科天蛾科 ;  Page : 215,#https://www.facebook.com/photo.php?fbid=366576953401738&set=o.177883715557195&type=1&theater#
Sphingidae,天蛾科,Cechenena lineosa,背線天蛾,認識台灣的昆蟲 9 蠶蛾科 波紋蛾科 刺蛾科 枯葉蛾科天蛾科 ;  Page : 282,#https://www.facebook.com/photo.php?fbid=246279672242168&set=oa.649037245189024&type=1&theater#
Sphingidae,天蛾科,Cechenena minor,平背天蛾,認識台灣的昆蟲 9 蠶蛾科 波紋蛾科 刺蛾科 枯葉蛾科天蛾科 ;  Page : 281,#http://www.facebook.com/photo.php?fbid=432553206762946&set=o.177883715557195&type=1&ref=nf#
Sphingidae,天蛾科,Cephonodes hylas,透翅天蛾,認識台灣的昆蟲 9 蠶蛾科 波紋蛾科 刺蛾科 枯葉蛾科天蛾科 ;  Page : 219,#https://www.facebook.com/photo.php?fbid=604763856208375&set=o.177883715557195&type=1&permPage=1#
Sphingidae,天蛾科,Clanis bilineata formosana,豆天蛾,認識台灣的昆蟲 9 蠶蛾科 波紋蛾科 刺蛾科 枯葉蛾科天蛾科 ;  Page : 196,#https://www.facebook.com/photo.php?fbid=231422576972857&set=o.177883715557195&type=3&theater#
Sphingidae,天蛾科,Cypoides chinensis,楓天蛾,認識台灣的昆蟲 9 蠶蛾科 波紋蛾科 刺蛾科 枯葉蛾科天蛾科 ;  Page : 213,#https://www.facebook.com/photo.php?fbid=663800197042212&set=o.458912734201477&type=3&theater#
Sphingidae,天蛾科,Dahira rubiginosa,赭色天蛾,認識台灣的昆蟲 9 蠶蛾科 波紋蛾科 刺蛾科 枯葉蛾科天蛾科 ;  Page : 224,#https://www.facebook.com/photo.php?fbid=592344697451875&set=oa.461310140628403&type=3&theater#
Sphingidae,天蛾科,Daphnis hypothous crameri,暗綠白腰天蛾,認識台灣的昆蟲 9 蠶蛾科 波紋蛾科 刺蛾科 枯葉蛾科天蛾科 ;  Page : 221,#https://www.facebook.com/photo.php?fbid=288145677987517&set=oa.467684346657649&type=3&theater#
Sphingidae,天蛾科,Daphnis nerii,粉綠白腰天蛾,認識台灣的昆蟲 9 蠶蛾科 波紋蛾科 刺蛾科 枯葉蛾科天蛾科 ;  Page : 222,#https://www.facebook.com/photo.php?fbid=4060753207079&set=o.177883715557195&type=1&theater#
Sphingidae,天蛾科,Dolbina inexacta,白星天蛾,認識台灣的昆蟲 9 蠶蛾科 波紋蛾科 刺蛾科 枯葉蛾科天蛾科 ;  Page : 184,#https://www.facebook.com/photo.php?fbid=684967541562676&set=oa.568578586568224&type=3&theater#
Sphingidae,天蛾科,Hippotion celerio,銀條斜線天蛾,認識台灣的昆蟲 9 蠶蛾科 波紋蛾科 刺蛾科 枯葉蛾科天蛾科 ;  Page : 257,#https://www.facebook.com/photo.php?fbid=307913179375670&set=gm.803673412978219&type=1#
Sphingidae,天蛾科,Hippotion velox,斜線天蛾,認識台灣的昆蟲 9 蠶蛾科 波紋蛾科 刺蛾科 枯葉蛾科天蛾科 ;  Page : 259,#https://www.facebook.com/photo.php?fbid=288144707987614&set=oa.467684346657649&type=3&theater#
Sphingidae,天蛾科,Langia zenzeroides formosana,鋸翅天蛾,認識台灣的昆蟲 9 蠶蛾科 波紋蛾科 刺蛾科 枯葉蛾科天蛾科 ;  Page : 207,#https://www.facebook.com/photo.php?fbid=2862735905838&set=o.177883715557195&type=1&theater#
Sphingidae,天蛾科,Macroglossum bombylans,青背長喙天蛾,認識台灣的昆蟲 9 蠶蛾科 波紋蛾科 刺蛾科 枯葉蛾科天蛾科 ;  Page : 247,#https://www.facebook.com/photo.php?fbid=3397583294755&set=o.177883715557195&type=3&theater#
Sphingidae,天蛾科,Macroglossum corythus luteatum,平帶長喙天蛾,認識台灣的昆蟲 9 蠶蛾科 波紋蛾科 刺蛾科 枯葉蛾科天蛾科 ;  Page : 253,#https://www.facebook.com/photo.php?fbid=340711555996886&set=o.177883715557195&type=1&theater#
Sphingidae,天蛾科,Macroglossum fritzei,佛瑞茲長喙天蛾,認識台灣的昆蟲 17 蛾類增補篇 ;  Page : 122,#http://www.facebook.com/photo.php?fbid=3311125657232&set=o.177883715557195&type=1&ref=nf#
Sphingidae,天蛾科,Macroglossum heliophila,九節木長喙天蛾,認識台灣的昆蟲 9 蠶蛾科 波紋蛾科 刺蛾科 枯葉蛾科天蛾科 ;  Page : 243,#https://www.facebook.com/photo.php?fbid=10200308785536877&set=o.177883715557195&type=1&permPage=1#
Sphingidae,天蛾科,Macroglossum mitchelli imperator,背帶長喙天蛾,認識台灣的昆蟲 9 蠶蛾科 波紋蛾科 刺蛾科 枯葉蛾科天蛾科 ;  Page : 250,#https://www.facebook.com/photo.php?fbid=204554263037872&set=o.458912734201477&type=3&theater#
Sphingidae,天蛾科,Macroglossum neotroglodytus,灰紋長喙天蛾,Waiting for collect ;  Page : ,#https://www.facebook.com/photo.php?fbid=476253245809007&set=oa.623005081125574&type=3&theater#
Sphingidae,天蛾科,Macroglossum passalus,虎皮楠長喙天蛾,認識台灣的昆蟲 9 蠶蛾科 波紋蛾科 刺蛾科 枯葉蛾科天蛾科 ;  Page : 249,#https://www.facebook.com/photo.php?fbid=662229283803020&set=oa.468156699943747&type=3&theater#
Sphingidae,天蛾科,Macroglossum poecilum,叉帶長喙天蛾,認識台灣的昆蟲 9 蠶蛾科 波紋蛾科 刺蛾科 枯葉蛾科天蛾科 ;  Page : 240,#https://www.facebook.com/photo.php?fbid=475223079245357&set=oa.623005081125574&type=3&theater#
Sphingidae,天蛾科,Macroglossum pyrrhosticta,黃斑長喙天蛾,認識台灣的昆蟲 9 蠶蛾科 波紋蛾科 刺蛾科 枯葉蛾科天蛾科 ;  Page : 236,#https://www.facebook.com/photo.php?fbid=417951258302549&set=gm.600038250008404&type=1#
Sphingidae,天蛾科,Macroglossum sitiene,膝帶長喙天蛾,認識台灣的昆蟲 9 蠶蛾科 波紋蛾科 刺蛾科 枯葉蛾科天蛾科 ;  Page : 241,#https://www.facebook.com/photo.php?fbid=235872339861214&set=o.177883715557195&type=1&theater#
Sphingidae,天蛾科,Macroglossum ungues cheni,陳氏長喙天蛾,Waiting for collect ;  Page : ,#http://www.facebook.com/photo.php?fbid=391228214249685&set=oa.437066749638889&type=1&ref=nf#
Sphingidae,天蛾科,Marumba cristata bukaiana,楠六點天蛾,認識台灣的昆蟲 9 蠶蛾科 波紋蛾科 刺蛾科 枯葉蛾科天蛾科 ;  Page : 205,#https://www.facebook.com/photo.php?fbid=403903486416687&set=o.458912734201477&type=3&theater#
